Tarih,Kredi
2006-02-28,1.5590358058984677
2006-03-31,5.768192690462648
2006-04-30,3.124931981851309
2006-05-31,8.993161685782237
2006-06-30,3.9657267622534853
2006-07-31,-0.4932053461250363
2006-08-31,0.6153621702284617
2006-09-30,2.7094422866726253
2006-10-31,1.5135278551367648
2006-11-30,0.750736975720967
2006-12-31,2.84707447035657
2007-01-31,0.7343088234921913
2007-02-28,-0.18672111348878584
2007-03-31,2.3108128297663955
2007-04-30,1.7344949955301558
2007-05-31,1.273944337373556
2007-06-30,3.1665099078701298
2007-07-31,1.22026915559037
2007-08-31,2.8983652917730973
2007-09-30,1.0007188589470362
2007-10-31,2.5512487866903744
2007-11-30,3.0327422719565567
2007-12-31,1.755596499711931
2008-01-31,0.9819384238776818
2008-02-29,3.6106464653885117
2008-03-31,3.492676992659116
2008-04-30,1.9275520797239043
2008-05-31,2.0807663598893633
2008-06-30,3.490946538397921
2008-07-31,0.423486076666979
2008-08-31,1.4571199777744903
2008-09-30,4.146233709508995
2008-10-31,0.12054555513802967
2008-11-30,-1.4983055718743366
2008-12-31,-0.5642103231954243
2009-01-31,-0.6471986504646976
2009-02-28,-0.34487044658054744
2009-03-31,-0.1607362974474391
2009-04-30,-0.5388363853171985
2009-05-31,1.3779126810232079
2009-06-30,1.4367810673689752
2009-07-31,0.455858774222917
2009-08-31,0.7084227978352287
2009-09-30,1.193130167792189
2009-10-31,1.4922956861987302
2009-11-30,2.406217298006652
2009-12-31,1.7102561444427788
2010-01-31,0.7674001475543646
2010-02-28,3.134654103906831
2010-03-31,2.661347315966922
2010-04-30,2.6550164217649774
2010-05-31,3.7830952653352234
2010-06-30,2.9487920022584158
2010-07-31,1.785892399339617
2010-08-31,1.794837946444261
2010-09-30,1.472948538235208
2010-10-31,1.9407650892552697
2010-11-30,3.235602620767941
2010-12-31,6.405586091181137
2011-01-31,1.1077701819057983
2011-02-28,2.7726358308484356
2011-03-31,2.1448195682750137
2011-04-30,2.6533784430979868
2011-05-31,3.3494049055837083
2011-06-30,2.902798570452414
2011-07-31,1.7068478220145566
2011-08-31,3.652532448637813
2011-09-30,2.6621995301486345
2011-10-31,0.07066566796662954
2011-11-30,1.4431218950820002
2011-12-31,2.2257634403852533
2012-01-31,-0.46079321447216604
2012-02-29,0.4146961062761578
2012-03-31,2.826535872462399
2012-04-30,1.348113884272184
2012-05-31,2.2320509111479536
2012-06-30,1.5340082857828508
2012-07-31,-0.44923172127878663
2012-08-31,2.0346784632493176
2012-09-30,0.9445916281833222
2012-10-31,0.4692617460566151
2012-11-30,2.348001886101181
2012-12-31,2.6088138607036404
2013-01-31,0.3412748121025988
2013-02-28,1.7302209300841698
2013-03-31,2.483231233604033
2013-04-30,1.6982437323432409
2013-05-31,5.383964869074376
2013-06-30,3.492477662511284
2013-07-31,0.9823036388065143
2013-08-31,2.826588943804409
2013-09-30,2.2455465267186225
2013-10-31,-0.0789835788639004
2013-11-30,2.1334211947213966
2013-12-31,3.729449213290703
2014-01-31,2.7970743608678683
2014-02-28,0.11793344255197624
2014-03-31,0.5655064913917762
2014-04-30,-0.30371399039537117
2014-05-31,1.133116277676538
2014-06-30,2.478370450308587
2014-07-31,-0.09773874799308135
2014-08-31,1.0021442599551067
2014-09-30,2.8429744739871365
2014-10-31,0.24645908059475197
2014-11-30,1.4812439319407122
2014-12-31,3.1579572941915046
2015-01-31,1.7605638027526682
2015-02-28,2.4455672034952913
2015-03-31,2.39112589698387
2015-04-30,2.269853617147688
2015-05-31,0.8128209733173186
2015-06-30,1.9252934178446424
2015-07-31,2.4062846989279185
2015-08-31,1.6165847860589944
2015-09-30,1.172835799354699
2015-10-31,-0.21059253187175608
2015-11-30,-0.005617621288767083
2015-12-31,0.7836336429355883
2016-01-31,0.7319391619794446
2016-02-29,0.8069738441365493
2016-03-31,-0.38510610608897267
2016-04-30,0.6825055833242999
2016-05-31,2.418141855365441
2016-06-30,0.14395057436977776
2016-07-31,0.8951912989711763
2016-08-31,0.3840323333347717
2016-09-30,1.515429947742275
2016-10-31,1.2300909478215383
2016-11-30,3.6157548493830793
2016-12-31,1.0938421435574996
2017-01-31,4.623847692571825
2017-02-28,-2.308246186770757
2017-03-31,2.11356521711068
2017-04-30,1.5055094764553134
2017-05-31,1.9717103363201538
2017-06-30,1.6459078199210442
2017-07-31,1.0535205474085707
2017-08-31,0.8992738114177667
2017-09-30,1.8377215435512184
2017-10-31,2.708646907673984
2017-11-30,2.0629550318843837
2017-12-31,0.12179535835008526
2018-01-31,0.7713086390785717
2018-02-28,0.5410609577176206
2018-03-31,2.3155228040931064
2018-04-30,2.0800666493319353
2018-05-31,5.503248946404415
2018-06-30,0.2607692960037822
2018-07-31,2.29158926544355
2018-08-31,9.610733096429769
2018-09-30,-3.8362512006527627
2018-10-31,-3.9336932997481977
2018-11-30,-2.1972447486876434
2018-12-31,0.23503697324667172
2019-01-31,-0.9250506527530233
2019-02-28,1.14568215485098
2019-03-31,3.955514439469887
2019-04-30,1.5786761406100691
2019-05-31,0.7264979904069602
2019-06-30,-0.49371397752113744
2019-07-31,-0.9503934960123472
2019-08-31,1.654542246487667
2019-09-30,-0.008719241065258121
2019-10-31,1.05184204078963
2019-11-30,1.391561924808693
2019-12-31,2.531806878703735
2020-01-31,1.3039535973448757
2020-02-29,2.917802369858302
2020-03-31,3.6339916403135053
2020-04-30,6.7280620960099125
2020-05-31,1.8082321188536588
2020-06-30,2.890497006819781
2020-07-31,3.6069737063769924
2020-08-31,2.9011953426802295
2020-09-30,1.4215850224427617
2020-10-31,3.0144692863347755
2020-11-30,-0.7248752904119637
2020-12-31,-0.6580048505986813
2021-01-31,-0.6942172733079399
2021-02-28,1.1517169860685073
2021-03-31,3.4502934016926945
2021-04-30,1.6376259008703098
2021-05-31,0.764367216368167
2021-06-30,1.4285302928657373
2021-07-31,-0.5524269315612895
2021-08-31,0.8444917561346799
2021-09-30,2.6538295870794038
2021-10-31,3.5985095146264134
2021-11-30,11.029104978156411
2021-12-31,0.08425885036640324
2022-01-31,1.541396235693071
2022-02-28,4.407209031508885
2022-03-31,5.251105914244403
2022-04-30,2.7465011520119598
2022-05-31,7.1985719803568715
2022-06-30,4.9779591772978415
2022-07-31,3.279058663766765
2022-08-31,2.1830128109784797
2022-09-30,2.7966441941137843
2022-10-31,2.7573057438425197
2022-11-30,2.988392831665476
2022-12-31,3.9940552962955955
2023-01-31,3.0589285157175183
2023-02-28,2.707629600053818
2023-03-31,5.318685426853009
2023-04-30,4.398035414661727
2023-05-31,2.7091361336630593
2023-06-30,7.209809197202577
2023-07-31,2.9514102734346626
2023-08-31,0.781061872886557
2023-09-30,2.5477429448578004
2023-10-31,2.1549732586589876
2023-11-30,2.9320909300786457
2023-12-31,2.8734635250073914
2024-01-31,1.7893241165782392
2024-02-29,3.1302605789677473
2024-03-31,4.108657846557828
2024-04-30,1.8320865245236684
2024-05-31,2.9968333301483074
2024-06-30,2.281882074428121
2024-07-31,1.3910255981551822
2024-08-31,3.273182543807307
2024-09-30,0.6888
