,USD/TL,Motorin,Perakende Satış,Kredi Faizi,Zam,Sanayi,Enflasyon Belirsizliği,ParaArzi,Borç,Kredi,Mevduat Faizi,Şok,M3,REDK,REDKT,İşsizlik,Politika Faizi,Tarih
2023-10-31,1.7,-0.7,1.79,59.39,0.0,0.71,5.57,2.69,2.0,2.47,43.89,0,0.79,0.0,2.61,-0.6,9.0,2023-10-31
2023-11-30,1.94753866559767,-4.24164524421593,2.1984042877045473,60.82279826333586,0.0,0.8109635898221557,4.49,3.3558196678127317,3.741984241552321,2.056393232778997,45.17,0,3.3735224478157244,1.4532573981000052,4.157444653622733,9.091093697424784,36.0,2023-11-30
2023-12-31,2.822822573599959,4.481510974535041,4.82334324737359,61.2713072121648,0.0,0.9895323370109121,4.802205269281603,2.2392759149150843,1.6119681785132567,2.197123358406805,51.85403863963865,0,1.7419457401229854,-1.7944392529299136,-2.792584436235679,9.110395164034285,40.0,2023-12-31
2024-01-31,2.9025038936352443,0.49809441393549037,1.2524589029861533,61.96696533276946,45.0,0.17181609192962188,5.029205377908203,2.5357044869085854,2.1021249395542396,2.185727964011619,51.02054678816508,0,1.7384258008281028,1.1587254782478906,2.114326255176513,9.136218462760114,42.5,2024-01-31
2024-02-29,2.4127835204922565,2.1744398726316616,2.4235774916077757,62.514881555850494,0.0,1.6643911978843517,4.548808099697566,2.893172161123858,1.9723521276412415,1.9340452731987368,50.750202849642015,0,1.40916013284611,3.0014823146056857,4.174343216451515,9.173353463752335,45.0,2024-02-29
2024-03-31,2.610712758029776,6.992954523669015,2.2333400118766944,63.47973498762901,0.0,-1.237235617710275,4.4436072783565725,2.1633210965356753,2.1930628479295944,2.0031642972759833,53.151350394053736,0,1.0252599403656415,-0.5607336828674314,-1.6147566855093554,9.212966171818682,45.0,2024-03-31
2024-04-30,2.592484975207321,7.807257378656285,-1.575752447945289,64.49995610021068,0.0,-3.072382824147535,4.622889304389114,2.758950933604898,3.7101402107504233,2.129117584966167,52.391035677223066,0,1.69010994413048,-0.4081104134742497,-0.4443071479917182,9.253648504842197,45.0,2024-04-30
2024-05-31,3.247557838298465,0.41052448851814916,-1.1216008113251852,64.51164147428803,0.0,1.3583403090335011,4.410014011154726,2.7540942546695923,3.8345447847079495,2.1451372718019446,52.07080111306767,0,1.6730867754546574,0.29835294757791786,-1.838842786423589,9.296620940312245,45.0,2024-05-31
2024-06-30,3.0302060525535968,2.6392574014356907,3.599397159544071,65.94857992932991,0.0,1.4188102104300437,4.388893082151313,2.8239063551833032,4.053035257591464,1.9399140528907788,53.101136230608056,0,1.7133022843963452,0.10237908868946377,-0.25390923413889377,9.339240624874844,45.0,2024-06-30
2024-07-31,2.772307274647101,1.3658966535423867,-1.3223825998149974,66.36353077973544,0.0,-0.1555944234179263,4.23360589591033,2.2242660219137456,2.9992713164565643,1.823879979553511,52.667191693597886,0,1.1994332691158904,0.9254722173910102,1.2583176748939273,9.381033239251868,45.0,2024-07-31
2024-08-31,2.6972105365414167,7.882577888425124,0.6033582531294046,66.55868188697977,0.0,0.7902556212386669,4.1377042875649055,2.446079338210394,3.70196421365252,1.8512665975352505,52.48141090598598,0,1.4313567939129523,-1.2930000468468816,-1.0437425166461067,9.422307765082701,45.0,2024-08-31
2024-09-30,2.6458018949448547,-0.17438565333748324,0.9322883494025325,66.62027378286487,0.0,0.12059628332219408,3.8718182745643137,2.249029031581018,3.3691974831502325,1.664742380379436,52.95126557062198,0,1.314315486918738,0.12554210604163174,-0.041686976638921625,9.462286526229883,45.0,2024-09-30
2024-10-31,2.612194044344407,0.7248355326667122,1.105460238807443,66.71462052409125,0.0,0.006697923661103111,3.6182827491213843,2.2162390719217884,1.452277373320876,1.594941232355751,52.72932292446056,0,1.4625324020958397,0.46567265415884407,1.0136417882830484,9.500831405606997,45.0,2024-10-31
2024-11-30,2.383098397066008,1.5606704278475991,1.4942572347511396,66.78876711734264,0.0,-0.015751717994461067,3.4366632767215175,2.213648302323734,1.4166863960368703,1.7590904046833389,52.63585071868398,0,1.4096739553942639,0.6411526668280487,-1.526443442043901,9.538042119137815,42.5,2024-11-30
2024-12-31,2.4476271050174248,-2.4811234183023,-0.9079075838001271,66.9189988305751,0.0,-0.13945467679354895,3.5966246895422116,2.177855524998895,1.5607193666420605,1.7497924796236353,52.85587173208312,0,1.3656560659530914,-0.08382435197827887,-0.22958898964826613,9.57371620878486,40.0,2024-12-31
2025-01-31,2.042500175207107,-0.8459378296398423,1.8197775844612352,67.05663038558174,30.0,0.17619788311180606,3.7284780316083026,2.074085614424548,1.208799312205211,1.599355490170673,52.74644084370296,0,1.1913214334596356,1.3899617588801316,2.565184265934972,9.607841969483559,40.0,2025-01-31
2025-02-28,1.8786744497280017,3.1193245548236215,4.229759844108982,67.05823663750927,0.0,2.0659545232226906,3.3323537199403925,1.7726679876889584,1.5193592770661235,1.5537336303234506,52.701581989974315,0,1.1056263656813003,1.9154107005604049,3.9010047836324,9.640481113468127,40.0,2025-02-28
2025-03-31,1.822177071165254,3.9941388339617134,2.3390557594967776,67.25201139496143,0.0,-0.43273867908175667,3.3081982829823784,1.7091639744241327,1.50156070513503,1.6695610481580747,52.80573379443744,0,0.9709328125769412,-0.12060075574698015,-0.8658270551283986,9.671612176838714,40.0,2025-03-31
2025-04-30,2.1806644848808787,4.248337302616112,-0.5506552618319449,67.3079715135778,0.0,-1.7421804596310042,3.3201845703573833,2.100546303023698,3.000575035957098,1.7291126326294926,52.75250430615395,0,1.36233982939733,0.1295571622884184,0.774149417032044,9.701270767165177,40.4,2025-04-30
2025-05-31,2.352832082714462,0.9690455679935761,0.03523008591472809,67.33428964236568,0.0,0.908054079436238,3.1733598059552968,2.027038832045558,2.7693868282919754,1.685811111961244,52.73136055824708,0,1.3053522464695266,0.25148998109694176,-1.2715611112168013,9.729514916227457,40.0,2025-05-31
2025-06-30,2.324643356753864,2.741697967722301,2.055793718031307,67.34259654782325,0.0,0.7957979660136116,3.150809510031776,1.9655730115700099,2.876821421697806,1.6408830030263832,52.78087446386284,0,1.2258892683979727,-0.36555114816979595,-0.940473979212908,9.756379383449877,40.0,2025-06-30
2025-07-31,2.282542364182727,4.795254877441391,-0.7269920629999649,67.35531930377195,0.0,-0.05694440032201209,3.0651175976654974,1.9801024364534792,2.556554671535216,1.5370532590298192,52.755118255934654,0,1.347228761597541,0.5169976636376195,0.9650603171690975,9.781915339167575,37.5,2025-07-31
2025-08-31,2.221182882812567,5.376838224667302,0.12993907135359084,67.36531779819455,0.0,0.5646594512632941,2.9290842043056684,1.8970835083943483,2.7194881570560048,1.4485069049809063,52.74522643719913,0,1.2525566999941562,-1.150893727149982,-1.5811945611632017,9.806179983982831,35.0,2025-08-31
2025-09-30,2.0308772899994665,-1.836474845343683,0.2819451644737514,67.38287872091517,0.0,0.14484215127699152,2.6938296171837663,1.8235822256047252,2.5699482240524762,1.3663996938469314,52.76880413226117,0,1.202548043135221,0.3680062072662915,-0.47267435241303835,9.829223105870069,35.0,2025-09-30
2025-10-31,1.8956728729228045,-1.7854934669459088,1.1011550707263007,67.401437352063,0.0,0.14747792247959968,2.380113966347901,1.6972929272864423,1.1698182240307942,1.3449424898256845,52.75636793448493,0,1.142226870711105,0.7339074165200854,1.5375667257647496,9.851098231194126,32.5,2025-10-31
2025-11-30,1.7465296538449415,-0.19703409099586233,1.4362615449776905,67.40165398977773,0.0,0.24667088308614193,2.163263123390783,1.7453877635960513,1.1750928265555016,1.4254475013688817,52.751755912708454,0,1.1283259942615809,0.8702076361478905,0.32947479515885725,9.871859473350156,32.5,2025-11-30
2025-12-31,1.7745438507733136,0.20411584048354303,0.720740897955352,67.42778301680659,0.0,0.23591593068530425,2.3729612671625673,1.6706290357061393,1.1217152568060662,1.4634342893361518,52.7629899515914,0,1.134299799098737,-0.609631457779225,-1.0046801898203173,9.891557555819027,30.0,2025-12-31
